"version","experiment","variant","camera","file","bytes"
"v3","v3_F","elastic_low_drag","CAM_Main","v3\v3_F\elastic_low_drag\CAM_Main\v3_F_elastic_low_drag_CAM_Main_0001-0240.mp4","568279"
"v3","v3_F","elastic_low_drag","CAM_Side","v3\v3_F\elastic_low_drag\CAM_Side\v3_F_elastic_low_drag_CAM_Side_0001-0240.mp4","510980"
"v3","v3_F","elastic_low_drag","CAM_Top","v3\v3_F\elastic_low_drag\CAM_Top\v3_F_elastic_low_drag_CAM_Top_0001-0240.mp4","611948"
"v3","v3_F","lossy_high_drag","CAM_Main","v3\v3_F\lossy_high_drag\CAM_Main\v3_F_lossy_high_drag_CAM_Main_0001-0240.mp4","567178"
"v3","v3_F","lossy_high_drag","CAM_Side","v3\v3_F\lossy_high_drag\CAM_Side\v3_F_lossy_high_drag_CAM_Side_0001-0240.mp4","520663"
"v3","v3_F","lossy_high_drag","CAM_Top","v3\v3_F\lossy_high_drag\CAM_Top\v3_F_lossy_high_drag_CAM_Top_0001-0240.mp4","622880"
"v3","v3_F","lossy_low_drag","CAM_Main","v3\v3_F\lossy_low_drag\CAM_Main\v3_F_lossy_low_drag_CAM_Main_0001-0240.mp4","576921"
"v3","v3_F","lossy_low_drag","CAM_Side","v3\v3_F\lossy_low_drag\CAM_Side\v3_F_lossy_low_drag_CAM_Side_0001-0240.mp4","516647"
"v3","v3_F","lossy_low_drag","CAM_Top","v3\v3_F\lossy_low_drag\CAM_Top\v3_F_lossy_low_drag_CAM_Top_0001-0240.mp4","626464"
"v3","v3_G","base","CAM_Main","v3\v3_G\base\CAM_Main\v3_G_base_CAM_Main_0001-0240.mp4","602619"
"v3","v3_G","base","CAM_Side","v3\v3_G\base\CAM_Side\v3_G_base_CAM_Side_0001-0240.mp4","501666"
"v3","v3_G","base","CAM_Top","v3\v3_G\base\CAM_Top\v3_G_base_CAM_Top_0001-0240.mp4","651829"
"v3","v3_G","high_to_low","CAM_Main","v3\v3_G\high_to_low\CAM_Main\v3_G_high_to_low_CAM_Main_0001-0240.mp4","605414"
"v3","v3_G","high_to_low","CAM_Side","v3\v3_G\high_to_low\CAM_Side\v3_G_high_to_low_CAM_Side_0001-0240.mp4","499412"
"v3","v3_G","high_to_low","CAM_Top","v3\v3_G\high_to_low\CAM_Top\v3_G_high_to_low_CAM_Top_0001-0240.mp4","649319"
"v3","v3_G","low_to_high","CAM_Main","v3\v3_G\low_to_high\CAM_Main\v3_G_low_to_high_CAM_Main_0001-0240.mp4","617476"
"v3","v3_G","low_to_high","CAM_Side","v3\v3_G\low_to_high\CAM_Side\v3_G_low_to_high_CAM_Side_0001-0240.mp4","502180"
"v3","v3_G","low_to_high","CAM_Top","v3\v3_G\low_to_high\CAM_Top\v3_G_low_to_high_CAM_Top_0001-0240.mp4","651399"
"v3","v3_G","uniform_control","CAM_Main","v3\v3_G\uniform_control\CAM_Main\v3_G_uniform_control_CAM_Main_0001-0240.mp4","599749"
"v3","v3_G","uniform_control","CAM_Side","v3\v3_G\uniform_control\CAM_Side\v3_G_uniform_control_CAM_Side_0001-0240.mp4","502050"
"v3","v3_G","uniform_control","CAM_Top","v3\v3_G\uniform_control\CAM_Top\v3_G_uniform_control_CAM_Top_0001-0240.mp4","646147"
